visualization_filename, serialization
('BPIC15_3/process_tree_case_size_betwee_8_and_11_noise_50.svg', "->( X( tau, ->( 'register submission date request', X( 'enter date termination request received', 'OLO messaging active', ->( 'reception through OLO', 'enter senddate procedure confirmation', 'send procedure confirmation' ) ), +( 'applicant is stakeholder', *( 'send confirmation receipt', tau ), X( 'phase application received', +( 'terminate on request', 'no permit needed or only notification needed' ) ) ), 'enter senddate acknowledgement', X( tau, 'forward to the competent authority' ), X( tau, 'inform BAG administrator' ), 'regular procedure without MER', X( tau, 'create procedure confirmation' ), X( tau, 'publish' ), X( tau, 'start WABOprocedure' ) ) ), X( tau, ->( 'suspend term', 'registrer date of publishing received request' ), ->( X( ->( 'enter senddate letter no permit or only notification required', 'register deadline' ), ->( 'enter senddate request termination', 'message terminate request' ) ), 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_8_and_11_noise_60.svg', "->( X( tau, ->( 'register submission date request', X( 'enter date termination request received', 'OLO messaging active', ->( 'reception through OLO', 'enter senddate procedure confirmation', 'send procedure confirmation' ) ), X( tau, ->( 'applicant is stakeholder', X( tau, 'terminate on request' ) ) ), +( 'phase application received', *( 'send confirmation receipt', tau ) ), 'enter senddate acknowledgement', 'forward to the competent authority', X( tau, 'inform BAG administrator' ), 'regular procedure without MER', 'create procedure confirmation', X( tau, 'publish' ), 'start WABOprocedure' ) ), X( tau, ->( 'suspend term', 'registrer date of publishing received request' ), ->( X( ->( 'enter senddate letter no permit or only notification required', 'register deadline' ), ->( 'enter senddate request termination', 'message terminate request' ) ), 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_8_and_11_noise_70.svg', "->( X( tau, ->( 'register submission date request', X( ->( 'reception through OLO', 'enter senddate procedure confirmation', 'send procedure confirmation' ), ->( 'OLO messaging active', X( tau, ->( 'initiative competent authority', 'create message terminate request' ) ) ) ), X( tau, ->( 'phase procedure prematurely terminated', 'enter date termination request received' ) ), 'no permit needed or only notification needed', 'applicant is stakeholder', 'terminate on request', +( 'phase application received', *( 'send confirmation receipt', tau ) ), 'enter senddate acknowledgement', 'forward to the competent authority', X( tau, 'inform BAG administrator' ), 'regular procedure without MER', 'create procedure confirmation', X( tau, 'publish' ), 'start WABOprocedure' ) ), X( tau, ->( 'suspend term', 'registrer date of publishing received request' ), ->( X( ->( 'enter senddate letter no permit or only notification required', 'register deadline' ), ->( 'enter senddate request termination', 'message terminate request' ) ), 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_8_and_11_noise_80.svg', "->( X( tau, ->( 'register submission date request', 'OLO messaging active', X( tau, ->( 'initiative competent authority', 'create message terminate request', 'phase procedure prematurely terminated', 'enter date termination request received' ) ), 'phase application received', X( 'no permit needed or only notification needed', ->( 'reception through OLO', 'enter senddate procedure confirmation', 'send procedure confirmation' ) ), 'applicant is stakeholder', 'terminate on request', *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', 'forward to the competent authority', X( tau, 'inform BAG administrator' ), 'regular procedure without MER', 'create procedure confirmation', X( tau, 'publish' ), 'start WABOprocedure' ) ), X( tau, ->( 'suspend term', 'registrer date of publishing received request' ), ->( X( ->( 'enter senddate letter no permit or only notification required', 'register deadline' ), ->( 'enter senddate request termination', 'message terminate request' ) ), 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_8_and_11_noise_90.svg', "->( X( tau, ->( 'register submission date request', 'OLO messaging active', 'initiative competent authority', 'create message terminate request', 'phase procedure prematurely terminated', 'enter date termination request received', 'phase application received', X( 'no permit needed or only notification needed', ->( 'reception through OLO', 'enter senddate procedure confirmation', 'send procedure confirmation' ) ), 'applicant is stakeholder', 'terminate on request', *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', 'forward to the competent authority', X( tau, 'inform BAG administrator' ), 'regular procedure without MER', 'create procedure confirmation', X( tau, 'publish' ), 'start WABOprocedure' ) ), X( ->( 'suspend term', 'registrer date of publishing received request' ), ->( X( ->( 'enter senddate letter no permit or only notification required', 'register deadline' ), ->( 'enter senddate request termination', 'message terminate request' ) ), 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_10_and_12_noise_10.svg', "->( +( 'phase application received', 'register submission date request', ->( X( tau, 'OLO messaging active' ), +( X( tau, 'applicant is stakeholder' ), ->( +( X( tau, 'create procedure confirmation' ), ->( +( X( tau, 'enter date termination request received' ), ->( +( X( tau, 'enter senddate acknowledgement' ), ->( X( tau, 'reception through OLO' ), +( *( 'send confirmation receipt', tau ), X( tau, ->( X( tau, 'no permit needed or only notification needed' ), 'terminate on request' ) ) ) ) ), X( tau, 'phase procedure prematurely terminated' ) ) ), X( tau, ->( X( tau, 'enter senddate procedure confirmation', 'create letter no permit or only notification required' ), +( 'forward to the competent authority', 'regular procedure without MER' ) ) ), X( tau, ->( X( tau, 'publish' ), 'start WABOprocedure' ) ) ) ), X( tau, ->( X( tau, ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ), 'send procedure confirmation' ) ) ) ) ) ), X( tau, 'create subcases completeness', ->( 'suspend term', 'registrer date of publishing received request' ), ->( 'enter senddate request termination', 'message terminate request', 'phase procedure aborted' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_10_and_12_noise_20.svg', "->( +( 'phase application received', ->( 'register submission date request', X( tau, 'OLO messaging active' ), +( X( tau, 'applicant is stakeholder' ), ->( +( X( tau, 'enter date termination request received' ), ->( +( 'enter senddate acknowledgement', ->( X( tau, 'reception through OLO' ), +( *( 'send confirmation receipt', tau ), ->( X( tau, ->( X( tau, 'no permit needed or only notification needed' ), 'terminate on request' ) ), +( 'forward to the competent authority', ->( 'regular procedure without MER', X( tau, 'create procedure confirmation' ) ) ) ) ) ) ), X( tau, 'phase procedure prematurely terminated' ) ) ), X( tau, 'send procedure confirmation' ) ) ) ) ), X( tau, ->( X( tau, 'publish' ), 'start WABOprocedure' ) ), X( tau, 'create subcases completeness', ->( 'suspend term', 'registrer date of publishing received request' ), ->( 'enter senddate request termination', 'message terminate request', 'phase procedure aborted' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_10_and_12_noise_30.svg', "->( 'register submission date request', X( tau, 'OLO messaging active' ), +( X( tau, 'applicant is stakeholder' ), 'phase application received', ->( +( X( tau, 'enter date termination request received' ), ->( +( 'enter senddate acknowledgement', ->( X( tau, 'reception through OLO' ), +( *( 'send confirmation receipt', tau ), ->( X( tau, 'terminate on request' ), 'forward to the competent authority', 'regular procedure without MER', X( tau, 'create procedure confirmation' ) ) ) ) ), X( tau, 'phase procedure prematurely terminated' ) ) ), X( tau, 'send procedure confirmation' ) ) ), X( tau, ->( X( tau, 'publish' ), 'start WABOprocedure' ) ), X( tau, 'create subcases completeness', ->( 'suspend term', 'registrer date of publishing received request' ), ->( 'enter senddate request termination', 'message terminate request', 'phase procedure aborted' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_10_and_12_noise_40.svg', "->( 'register submission date request', 'OLO messaging active', X( tau, ->( 'initiative competent authority', 'create message terminate request' ) ), X( tau, +( X( tau, 'enter date termination request received' ), ->( X( tau, 'no permit needed or only notification needed' ), 'applicant is stakeholder', 'terminate on request', X( tau, 'phase procedure prematurely terminated' ) ) ) ), +( 'enter senddate acknowledgement', 'phase application received', ->( X( tau, 'reception through OLO' ), *( 'send confirmation receipt', tau ) ) ), 'forward to the competent authority', 'regular procedure without MER', X( tau, 'create procedure confirmation' ), X( tau, 'publish' ), 'start WABOprocedure', X( tau, 'create subcases completeness', ->( 'suspend term', 'registrer date of publishing received request' ), ->( 'enter senddate request termination', 'message terminate request', 'phase procedure aborted' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_10_and_12_noise_50.svg', "->( X( tau, ->( +( 'phase application received', 'register submission date request', ->( 'OLO messaging active', +( X( tau, 'enter date termination request received' ), ->( +( 'enter senddate acknowledgement', ->( X( tau, 'reception through OLO' ), +( *( 'send confirmation receipt', tau ), ->( X( ->( X( tau, 'no permit needed or only notification needed' ), 'applicant is stakeholder' ), ->( 'initiative competent authority', 'create message terminate request' ) ), 'terminate on request' ) ) ) ), X( tau, 'phase procedure prematurely terminated' ) ) ) ) ), X( tau, 'enter senddate procedure confirmation', 'create letter no permit or only notification required' ), 'forward to the competent authority', 'regular procedure without MER', X( tau, 'create procedure confirmation' ), X( tau, 'publish' ), 'start WABOprocedure' ) ), X( tau, 'create subcases completeness', ->( 'suspend term', 'registrer date of publishing received request' ), ->( 'enter senddate request termination', 'message terminate request', 'phase procedure aborted' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_10_and_12_noise_60.svg', "->( X( tau, ->( +( 'phase application received', 'register submission date request', ->( 'OLO messaging active', +( X( tau, 'enter date termination request received' ), ->( +( 'enter senddate acknowledgement', ->( X( tau, 'reception through OLO' ), +( *( 'send confirmation receipt', tau ), ->( X( ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ), ->( 'initiative competent authority', 'create message terminate request' ) ), 'terminate on request' ) ) ) ), X( tau, 'phase procedure prematurely terminated' ) ) ) ) ), X( tau, 'enter senddate procedure confirmation', 'create letter no permit or only notification required' ), 'forward to the competent authority', 'regular procedure without MER', X( tau, 'create procedure confirmation' ), X( tau, 'publish' ), 'start WABOprocedure' ) ), X( tau, 'create subcases completeness', ->( 'suspend term', 'registrer date of publishing received request' ), ->( 'enter senddate request termination', 'message terminate request', 'phase procedure aborted' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_10_and_12_noise_70.svg', "->( X( tau, ->( +( 'phase application received', 'register submission date request', ->( 'OLO messaging active', +( X( tau, 'enter date termination request received' ), ->( +( 'enter senddate acknowledgement', ->( X( tau, 'reception through OLO' ), +( *( 'send confirmation receipt', tau ), ->( X( ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ), ->( 'initiative competent authority', 'create message terminate request' ) ), 'terminate on request' ) ) ) ), X( tau, 'phase procedure prematurely terminated' ) ) ) ) ), X( tau, 'enter senddate procedure confirmation', 'create letter no permit or only notification required' ), 'forward to the competent authority', 'regular procedure without MER', 'create procedure confirmation', X( tau, 'publish' ), 'start WABOprocedure' ) ), X( tau, 'create subcases completeness', ->( 'suspend term', 'registrer date of publishing received request' ), ->( 'enter senddate request termination', 'message terminate request', 'phase procedure aborted' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_10_and_12_noise_80.svg', "->( X( tau, ->( +( 'phase application received', X( tau, ->( 'register submission date request', X( 'reception through OLO', 'OLO messaging active' ), 'enter date termination request received', 'no permit needed or only notification needed', 'applicant is stakeholder', *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement' ) ) ), X( 'enter senddate procedure confirmation', 'create letter no permit or only notification required' ), X( tau, +( 'forward to the competent authority', 'regular procedure without MER' ) ), X( tau, 'publish' ), 'start WABOprocedure' ) ), X( 'create subcases completeness', ->( 'suspend term', 'registrer date of publishing received request' ), ->( 'enter senddate request termination', 'message terminate request', 'phase procedure aborted' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_10_and_12_noise_90.svg', "->( X( tau, ->( X( tau, ->( +( 'phase application received', X( tau, ->( 'register submission date request', X( 'reception through OLO', 'OLO messaging active' ), 'enter date termination request received', 'no permit needed or only notification needed', 'applicant is stakeholder', *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement' ) ) ), X( 'enter senddate procedure confirmation', 'create letter no permit or only notification required' ), +( 'forward to the competent authority', 'regular procedure without MER' ) ) ), X( tau, 'publish' ), 'start WABOprocedure' ) ), X( 'create subcases completeness', ->( 'suspend term', 'registrer date of publishing received request' ), ->( 'enter senddate request termination', 'message terminate request', 'phase procedure aborted' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_11_and_12_noise_10.svg', "->( 'register submission date request', X( tau, 'OLO messaging active' ), +( 'enter senddate acknowledgement', 'phase application received', ->( X( tau, 'reception through OLO' ), +( X( tau, 'applicant is stakeholder' ), *( *( 'send confirmation receipt', tau ), ->( 'no permit needed or only notification needed', 'terminate on request' ) ) ) ) ), X( tau, 'enter senddate procedure confirmation', 'create letter no permit or only notification required' ), 'forward to the competent authority', 'regular procedure without MER', X( tau, ->( +( 'create procedure confirmation', ->( X( tau, 'publish' ), 'start WABOprocedure' ) ), X( tau, 'create subcases completeness' ) ), ->( X( tau, ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ), 'send procedure confirmation', X( tau, ->( 'suspend term', 'registrer date of publishing received request' ) ) ) ) )")
('BPIC15_3/process_tree_case_size_betwee_11_and_12_noise_20.svg', "->( 'register submission date request', X( tau, 'OLO messaging active' ), +( 'enter senddate acknowledgement', 'phase application received', ->( X( tau, 'reception through OLO' ), X( tau, ->( X( tau, 'no permit needed or only notification needed' ), 'applicant is stakeholder', X( tau, 'terminate on request' ) ) ), *( 'send confirmation receipt', tau ) ) ), X( tau, 'enter senddate procedure confirmation', 'create letter no permit or only notification required' ), 'forward to the competent authority', 'regular procedure without MER', X( ->( +( 'create procedure confirmation', ->( X( tau, 'publish' ), 'start WABOprocedure' ) ), X( tau, 'create subcases completeness' ) ), ->( X( tau, ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ), 'send procedure confirmation', X( tau, ->( 'suspend term', 'registrer date of publishing received request' ) ) ) ) )")
('BPIC15_3/process_tree_case_size_betwee_11_and_12_noise_30.svg', "->( 'register submission date request', X( tau, 'OLO messaging active' ), +( 'enter senddate acknowledgement', ->( X( tau, ->( X( tau, 'no permit needed or only notification needed' ), 'applicant is stakeholder', X( tau, 'terminate on request' ) ) ), +( 'phase application received', ->( X( tau, 'reception through OLO' ), *( 'send confirmation receipt', tau ) ) ) ) ), X( tau, 'enter senddate procedure confirmation', 'create letter no permit or only notification required' ), 'forward to the competent authority', 'regular procedure without MER', X( ->( +( 'create procedure confirmation', ->( X( tau, 'publish' ), 'start WABOprocedure' ) ), X( tau, 'create subcases completeness' ) ), ->( X( tau, ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ), 'send procedure confirmation', X( tau, ->( 'suspend term', 'registrer date of publishing received request' ) ) ) ) )")
('BPIC15_3/process_tree_case_size_betwee_11_and_12_noise_40.svg', "->( 'register submission date request', X( tau, 'OLO messaging active' ), X( tau, ->( X( tau, 'no permit needed or only notification needed' ), 'applicant is stakeholder', X( tau, 'terminate on request' ) ) ), +( 'enter senddate acknowledgement', 'phase application received', ->( X( tau, 'reception through OLO' ), *( 'send confirmation receipt', tau ) ) ), X( tau, 'enter senddate procedure confirmation', 'create letter no permit or only notification required' ), 'forward to the competent authority', 'regular procedure without MER', X( ->( +( 'create procedure confirmation', ->( X( tau, 'publish' ), 'start WABOprocedure' ) ), X( tau, 'create subcases completeness' ) ), ->( X( tau, ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ), 'send procedure confirmation', X( tau, ->( 'suspend term', 'registrer date of publishing received request' ) ) ) ) )")
('BPIC15_3/process_tree_case_size_betwee_11_and_12_noise_50.svg', "->( 'register submission date request', 'OLO messaging active', X( tau, ->( 'no permit needed or only notification needed', 'applicant is stakeholder', 'terminate on request' ) ), +( 'enter senddate acknowledgement', ->( 'phase application received', 'reception through OLO', *( 'send confirmation receipt', tau ) ) ), X( tau, 'enter senddate procedure confirmation', 'create letter no permit or only notification required' ), 'forward to the competent authority', 'regular procedure without MER', X( ->( 'create procedure confirmation', 'publish', 'start WABOprocedure', X( tau, 'create subcases completeness' ) ), ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application', 'send procedure confirmation', 'suspend term', 'registrer date of publishing received request' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_11_and_12_noise_70.svg', "->( 'register submission date request', 'OLO messaging active', X( tau, 'applicant is stakeholder' ), +( 'enter senddate acknowledgement', ->( 'phase application received', 'reception through OLO', *( 'send confirmation receipt', tau ) ) ), X( 'enter senddate procedure confirmation', 'create letter no permit or only notification required' ), 'forward to the competent authority', 'regular procedure without MER', X( ->( 'create procedure confirmation', 'publish', 'start WABOprocedure', 'create subcases completeness' ), ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application', 'send procedure confirmation', 'suspend term', 'registrer date of publishing received request' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_11_and_12_noise_90.svg', "->( 'register submission date request', 'OLO messaging active', 'applicant is stakeholder', +( 'enter senddate acknowledgement', ->( 'phase application received', 'reception through OLO', *( 'send confirmation receipt', tau ) ) ), X( 'enter senddate procedure confirmation', 'create letter no permit or only notification required' ), 'forward to the competent authority', 'regular procedure without MER', X( ->( 'create procedure confirmation', 'publish', 'start WABOprocedure', 'create subcases completeness' ), ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application', 'send procedure confirmation', 'suspend term', 'registrer date of publishing received request' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_12_and_12_noise_10.svg', "->( 'register submission date request', X( tau, ->( 'OLO messaging active', 'applicant is stakeholder' ) ), +( 'enter senddate acknowledgement', ->( 'phase application received', X( tau, 'reception through OLO' ), *( 'send confirmation receipt', tau ) ) ), 'forward to the competent authority', 'regular procedure without MER', X( ->( 'start WABOprocedure', 'create procedure confirmation', 'create subcases completeness' ), ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application', 'send procedure confirmation' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_12_and_12_noise_50.svg', "->( 'register submission date request', 'OLO messaging active', 'applicant is stakeholder', 'enter senddate acknowledgement', 'phase application received', 'reception through OLO', *( 'send confirmation receipt', tau ), 'forward to the competent authority', 'regular procedure without MER', X( ->( 'start WABOprocedure', 'create procedure confirmation', 'create subcases completeness' ), ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application', 'send procedure confirmation' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_12_and_13_noise_10.svg', "->( 'register submission date request', +( 'enter senddate acknowledgement', ->( X( tau, 'enter senddate procedure confirmation' ), X( tau, 'OLO messaging active' ), +( 'phase application received', ->( X( tau, 'reception through OLO' ), *( ->( X( tau, 'applicant is stakeholder' ), 'send confirmation receipt' ), tau ) ) ) ) ), X( tau, ->( 'calculate provisional charges', 'terminate on request' ) ), +( 'forward to the competent authority', ->( X( tau, *( 'no permit needed or only notification needed', tau ) ), 'regular procedure without MER', X( tau, ->( X( 'MER required', ->( X( tau, 'no permit required for application' ), 'MER present' ) ), 'activities regular procedure', X( tau, 'phased application' ) ) ) ) ), X( ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( X( tau, +( 'start WABOprocedure', X( tau, ->( 'create procedure confirmation', 'create subcases completeness' ) ) ) ), X( tau, 'procedure change', ->( 'send procedure confirmation', X( tau, 'create publication document' ) ), 'read field phased application', 'treat subcases completeness' ) ) ) )")
('BPIC15_3/process_tree_case_size_betwee_12_and_13_noise_20.svg', "->( 'register submission date request', X( tau, 'enter senddate procedure confirmation' ), 'OLO messaging active', +( 'enter senddate acknowledgement', ->( X( tau, 'applicant is stakeholder' ), +( 'phase application received', ->( X( tau, 'reception through OLO' ), *( 'send confirmation receipt', tau ) ) ) ) ), X( tau, ->( 'calculate provisional charges', 'terminate on request' ) ), X( tau, *( 'no permit needed or only notification needed', tau ) ), +( 'forward to the competent authority', ->( 'regular procedure without MER', X( tau, ->( X( 'MER required', ->( X( tau, 'no permit required for application' ), 'MER present' ) ), 'activities regular procedure', 'phased application' ) ) ) ), X( ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( +( 'start WABOprocedure', X( tau, ->( 'create procedure confirmation', 'create subcases completeness' ) ) ), X( 'procedure change', ->( 'send procedure confirmation', X( tau, 'create publication document' ) ), 'read field phased application', 'treat subcases completeness' ) ) ) )")
('BPIC15_3/process_tree_case_size_betwee_12_and_13_noise_30.svg', "->( 'register submission date request', X( tau, 'enter senddate procedure confirmation' ), 'OLO messaging active', X( tau, 'applicant is stakeholder' ), +( 'enter senddate acknowledgement', 'phase application received', *( 'send confirmation receipt', tau ) ), X( tau, ->( 'calculate provisional charges', 'terminate on request' ) ), X( tau, *( 'no permit needed or only notification needed', tau ) ), +( 'forward to the competent authority', ->( 'regular procedure without MER', X( tau, ->( X( 'MER required', ->( X( tau, 'no permit required for application' ), 'MER present' ) ), 'activities regular procedure', 'phased application' ) ) ) ), X( ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( +( 'start WABOprocedure', X( tau, ->( 'create procedure confirmation', 'create subcases completeness' ) ) ), X( 'procedure change', ->( 'send procedure confirmation', X( tau, 'create publication document' ) ), 'read field phased application', 'treat subcases completeness' ) ) ) )")
('BPIC15_3/process_tree_case_size_betwee_12_and_13_noise_40.svg', "->( 'register submission date request', X( tau, 'enter senddate procedure confirmation' ), 'OLO messaging active', 'applicant is stakeholder', 'phase application received', X( tau, 'reception through OLO' ), *( ->( 'send confirmation receipt', X( tau, 'enter senddate acknowledgement' ) ), tau ), X( tau, ->( 'calculate provisional charges', 'terminate on request' ) ), X( tau, 'MER required' ), X( tau, ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ), 'forward to the competent authority', X( tau, *( 'no permit needed or only notification needed', tau ) ), X( tau, 'regular procedure without MER' ), X( ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( X( tau, ->( 'create procedure confirmation', 'create subcases completeness' ) ), 'start WABOprocedure', X( 'procedure change', ->( 'send procedure confirmation', X( tau, 'create publication document' ) ), 'read field phased application', 'treat subcases completeness' ) ) ) )")
('BPIC15_3/process_tree_case_size_betwee_12_and_13_noise_50.svg', "->( 'register submission date request', X( tau, 'enter senddate procedure confirmation' ), 'OLO messaging active', 'applicant is stakeholder', 'phase application received', X( tau, 'reception through OLO' ), *( ->( 'send confirmation receipt', X( tau, 'enter senddate acknowledgement' ) ), tau ), X( tau, ->( 'calculate provisional charges', 'terminate on request' ) ), X( tau, 'MER required' ), 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application', 'forward to the competent authority', X( tau, *( 'no permit needed or only notification needed', tau ) ), X( tau, 'regular procedure without MER' ), X( ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( X( 'start WABOprocedure', ->( 'create procedure confirmation', 'create subcases completeness' ) ), X( 'procedure change', ->( 'send procedure confirmation', X( tau, 'create publication document' ) ), 'read field phased application', 'treat subcases completeness' ) ) ) )")
