visualization_filename, serialization
('BPIC15_2_rev/process_tree_case_size_betwee_12_and_13_noise_28.svg', "->( 'Log submission date request', 'OLO communication active', X( tau, 'Submit application via OLO' ), X( tau, 'No permit required or only notification needed' ), +( 'Stage application received', *( 'Dispatch confirmation receipt', tau ), ->( X( tau, ->( 'Applicant is a stakeholder', 'End on request', X( tau, 'Compute provisional charges' ) ) ), 'Send to the competent authority', X( tau, 'Notify BAG administrator' ), 'Standard procedure without MER', 'Generate procedure confirmation', 'Release', 'Begin WABOprocedure' ) ), X( tau, 'Record senddate acknowledgement' ), X( tau, ->( 'send confirmation to competent authority', 'message change competent authority', 'submit request towards the competent authority', 'log the senddate for letter to the authority' ), ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( 'Dispatch procedure confirmation', 'Record senddate procedure confirmation' ), ->( X( tau, ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'draft letter for no permit or notification required', 'log senddate letter no permit or notification needed' ) ), +( 'Phase procedure cancelled', ->( X( tau, ->( X( tau, 'Prematurely terminated phase procedure' ), 'Log date termination request received', X( tau, ->( 'Record senddate termination request', 'Terminate request message' ) ) ) ), X( tau, 'Log deadline' ) ) ), X( tau, 'Close the case' ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_12_and_13_noise_34.svg', "->( 'Log submission date request', 'OLO communication active', X( tau, 'Submit application via OLO' ), X( tau, ->( X( tau, 'No permit required or only notification needed' ), +( 'Stage application received', *( 'Dispatch confirmation receipt', tau ), ->( X( tau, ->( 'Applicant is a stakeholder', 'End on request', X( tau, 'Compute provisional charges' ) ) ), 'Send to the competent authority', X( tau, 'Notify BAG administrator' ), 'Standard procedure without MER', 'Generate procedure confirmation', 'Release', 'Begin WABOprocedure' ) ) ) ), X( tau, 'Record senddate acknowledgement' ), X( tau, ->( 'send confirmation to competent authority', 'message change competent authority', 'submit request towards the competent authority', 'log the senddate for letter to the authority' ), ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( 'Dispatch procedure confirmation', 'Record senddate procedure confirmation' ), ->( X( ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'draft letter for no permit or notification required', 'log senddate letter no permit or notification needed' ) ), +( 'Phase procedure cancelled', ->( X( tau, 'Prematurely terminated phase procedure' ), 'Log date termination request received', X( tau, ->( 'Record senddate termination request', 'Terminate request message' ) ), 'Log deadline' ) ), X( tau, 'Close the case' ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_12_and_13_noise_44.svg', "->( 'Log submission date request', 'OLO communication active', X( tau, 'Submit application via OLO' ), X( tau, ->( X( tau, 'No permit required or only notification needed' ), +( 'Stage application received', *( 'Dispatch confirmation receipt', tau ), ->( X( tau, ->( 'Applicant is a stakeholder', 'End on request', X( tau, 'Compute provisional charges' ) ) ), 'Send to the competent authority', 'Notify BAG administrator', 'Standard procedure without MER', 'Generate procedure confirmation', 'Release', 'Begin WABOprocedure' ) ) ) ), X( tau, 'Record senddate acknowledgement' ), X( tau, ->( 'send confirmation to competent authority', 'message change competent authority', 'submit request towards the competent authority', 'log the senddate for letter to the authority' ), ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( 'Dispatch procedure confirmation', 'Record senddate procedure confirmation' ), ->( X( ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'draft letter for no permit or notification required', 'log senddate letter no permit or notification needed' ) ), +( 'Phase procedure cancelled', ->( X( tau, 'Prematurely terminated phase procedure' ), 'Log date termination request received', X( tau, ->( 'Record senddate termination request', 'Terminate request message' ) ), 'Log deadline' ) ), X( tau, 'Close the case' ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_12_and_13_noise_45.svg', "->( 'Log submission date request', 'OLO communication active', X( tau, 'Submit application via OLO' ), X( tau, ->( X( tau, 'No permit required or only notification needed' ), +( 'Stage application received', *( 'Dispatch confirmation receipt', tau ), ->( X( tau, ->( 'Applicant is a stakeholder', 'End on request', 'Compute provisional charges' ) ), 'Send to the competent authority', 'Notify BAG administrator', 'Standard procedure without MER', 'Generate procedure confirmation', 'Release', 'Begin WABOprocedure' ) ) ) ), X( tau, 'Record senddate acknowledgement' ), X( tau, ->( 'send confirmation to competent authority', 'message change competent authority', 'submit request towards the competent authority', 'log the senddate for letter to the authority' ), ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( 'Dispatch procedure confirmation', 'Record senddate procedure confirmation' ), ->( X( ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'draft letter for no permit or notification required', 'log senddate letter no permit or notification needed' ) ), +( 'Phase procedure cancelled', ->( X( tau, 'Prematurely terminated phase procedure' ), 'Log date termination request received', X( tau, ->( 'Record senddate termination request', 'Terminate request message' ) ), 'Log deadline' ) ), X( tau, 'Close the case' ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_12_and_13_noise_50.svg', "->( 'Log submission date request', 'OLO communication active', X( tau, 'Submit application via OLO' ), X( tau, ->( X( tau, ->( 'Applicant is a stakeholder', 'End on request', 'Compute provisional charges' ), 'No permit required or only notification needed' ), *( ->( X( 'Dispatch confirmation receipt', ->( 'Send to the competent authority', 'Notify BAG administrator' ) ), X( tau, 'Standard procedure without MER' ), X( tau, ->( X( tau, ->( 'Generate procedure confirmation', 'Release' ) ), 'Stage application received', 'Begin WABOprocedure' ) ) ), tau ) ) ), X( tau, 'Record senddate acknowledgement' ), X( tau, ->( 'send confirmation to competent authority', 'message change competent authority', 'submit request towards the competent authority', 'log the senddate for letter to the authority' ), ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( 'Dispatch procedure confirmation', 'Record senddate procedure confirmation' ), ->( X( ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'draft letter for no permit or notification required', 'log senddate letter no permit or notification needed' ) ), 'Prematurely terminated phase procedure', 'Log date termination request received', 'Record senddate termination request', 'Terminate request message', 'Log deadline', 'Phase procedure cancelled', X( tau, 'Close the case' ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_12_and_13_noise_53.svg', "->( 'Log submission date request', 'OLO communication active', X( tau, 'Submit application via OLO' ), X( tau, ->( X( tau, ->( 'Applicant is a stakeholder', 'End on request', 'Compute provisional charges' ), 'No permit required or only notification needed' ), *( ->( X( 'Dispatch confirmation receipt', ->( 'Send to the competent authority', 'Notify BAG administrator' ) ), X( tau, 'Standard procedure without MER' ), X( tau, ->( 'Generate procedure confirmation', 'Release' ) ), 'Stage application received', 'Begin WABOprocedure' ), tau ) ) ), 'Record senddate acknowledgement', X( tau, ->( 'send confirmation to competent authority', 'message change competent authority', 'submit request towards the competent authority', 'log the senddate for letter to the authority' ), ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( 'Dispatch procedure confirmation', 'Record senddate procedure confirmation' ), ->( X( ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'draft letter for no permit or notification required', 'log senddate letter no permit or notification needed' ) ), 'Prematurely terminated phase procedure', 'Log date termination request received', 'Record senddate termination request', 'Terminate request message', 'Log deadline', 'Phase procedure cancelled', X( tau, 'Close the case' ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_12_and_13_noise_64.svg', "->( 'Log submission date request', 'OLO communication active', X( tau, 'Submit application via OLO' ), X( tau, ->( X( ->( 'Applicant is a stakeholder', 'End on request', 'Compute provisional charges' ), 'No permit required or only notification needed' ), *( ->( X( 'Dispatch confirmation receipt', ->( 'Send to the competent authority', 'Notify BAG administrator' ) ), X( tau, 'Standard procedure without MER' ), X( tau, ->( 'Generate procedure confirmation', 'Release' ) ), 'Stage application received', 'Begin WABOprocedure' ), tau ) ) ), 'Record senddate acknowledgement', X( tau, ->( 'send confirmation to competent authority', 'message change competent authority', 'submit request towards the competent authority', 'log the senddate for letter to the authority' ), ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( 'Dispatch procedure confirmation', 'Record senddate procedure confirmation' ), ->( X( ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'draft letter for no permit or notification required', 'log senddate letter no permit or notification needed' ) ), 'Prematurely terminated phase procedure', 'Log date termination request received', 'Record senddate termination request', 'Terminate request message', 'Log deadline', 'Phase procedure cancelled', X( tau, 'Close the case' ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_12_and_13_noise_65.svg', "->( 'Log submission date request', 'OLO communication active', X( tau, 'Submit application via OLO' ), X( tau, ->( X( ->( 'Applicant is a stakeholder', 'End on request', 'Compute provisional charges' ), 'No permit required or only notification needed' ), *( ->( X( 'Dispatch confirmation receipt', ->( 'Send to the competent authority', 'Notify BAG administrator' ) ), X( tau, 'Standard procedure without MER' ), 'Generate procedure confirmation', 'Release', 'Stage application received', 'Begin WABOprocedure' ), tau ) ) ), 'Record senddate acknowledgement', X( tau, ->( 'send confirmation to competent authority', 'message change competent authority', 'submit request towards the competent authority', 'log the senddate for letter to the authority' ), ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( 'Dispatch procedure confirmation', 'Record senddate procedure confirmation' ), ->( X( ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'draft letter for no permit or notification required', 'log senddate letter no permit or notification needed' ) ), 'Prematurely terminated phase procedure', 'Log date termination request received', 'Record senddate termination request', 'Terminate request message', 'Log deadline', 'Phase procedure cancelled', X( tau, 'Close the case' ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_12_and_13_noise_66.svg', "->( 'Log submission date request', 'OLO communication active', X( tau, 'Submit application via OLO' ), X( tau, ->( X( ->( 'Applicant is a stakeholder', 'End on request', 'Compute provisional charges' ), 'No permit required or only notification needed' ), *( ->( X( 'Dispatch confirmation receipt', ->( 'Send to the competent authority', 'Notify BAG administrator' ) ), 'Standard procedure without MER', 'Generate procedure confirmation', 'Release', 'Stage application received', 'Begin WABOprocedure' ), tau ) ) ), 'Record senddate acknowledgement', X( tau, ->( 'send confirmation to competent authority', 'message change competent authority', 'submit request towards the competent authority', 'log the senddate for letter to the authority' ), ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( 'Dispatch procedure confirmation', 'Record senddate procedure confirmation' ), ->( X( ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'draft letter for no permit or notification required', 'log senddate letter no permit or notification needed' ) ), 'Prematurely terminated phase procedure', 'Log date termination request received', 'Record senddate termination request', 'Terminate request message', 'Log deadline', 'Phase procedure cancelled', X( tau, 'Close the case' ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_12_and_13_noise_67.svg', "->( 'Log submission date request', 'OLO communication active', X( tau, 'Submit application via OLO' ), X( tau, ->( X( ->( 'Applicant is a stakeholder', 'End on request', 'Compute provisional charges' ), 'No permit required or only notification needed' ), *( ->( X( 'Dispatch confirmation receipt', ->( 'Send to the competent authority', 'Notify BAG administrator' ) ), 'Standard procedure without MER', 'Generate procedure confirmation', 'Release', 'Stage application received', 'Begin WABOprocedure' ), tau ) ) ), 'Record senddate acknowledgement', X( tau, ->( 'send confirmation to competent authority', 'message change competent authority', 'submit request towards the competent authority', 'log the senddate for letter to the authority' ), ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( 'Dispatch procedure confirmation', 'Record senddate procedure confirmation' ), ->( X( ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'draft letter for no permit or notification required', 'log senddate letter no permit or notification needed' ) ), 'Prematurely terminated phase procedure', 'Log date termination request received', 'Record senddate termination request', 'Terminate request message', 'Log deadline', 'Phase procedure cancelled', 'Close the case' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_12_and_13_noise_69.svg', "->( 'Log submission date request', 'OLO communication active', X( tau, 'Submit application via OLO' ), X( tau, ->( X( ->( 'Applicant is a stakeholder', 'End on request', 'Compute provisional charges' ), 'No permit required or only notification needed' ), *( ->( X( 'Dispatch confirmation receipt', ->( 'Send to the competent authority', 'Notify BAG administrator' ) ), 'Standard procedure without MER', 'Generate procedure confirmation', 'Release', 'Stage application received', 'Begin WABOprocedure' ), tau ) ) ), 'Record senddate acknowledgement', X( ->( 'send confirmation to competent authority', 'message change competent authority', 'submit request towards the competent authority', 'log the senddate for letter to the authority' ), ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( 'Dispatch procedure confirmation', 'Record senddate procedure confirmation' ), ->( X( ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'draft letter for no permit or notification required', 'log senddate letter no permit or notification needed' ) ), 'Prematurely terminated phase procedure', 'Log date termination request received', 'Record senddate termination request', 'Terminate request message', 'Log deadline', 'Phase procedure cancelled', 'Close the case' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_12_and_13_noise_73.svg', "->( 'Log submission date request', X( tau, ->( 'OLO communication active', X( tau, 'Submit application via OLO' ), X( ->( 'Applicant is a stakeholder', 'End on request', 'Compute provisional charges' ), 'No permit required or only notification needed' ), *( ->( X( 'Dispatch confirmation receipt', ->( 'Send to the competent authority', 'Notify BAG administrator' ) ), 'Standard procedure without MER', 'Generate procedure confirmation', 'Release', 'Stage application received', 'Begin WABOprocedure' ), tau ) ) ), X( ->( 'send confirmation to competent authority', 'message change competent authority', 'submit request towards the competent authority', 'log the senddate for letter to the authority' ), ->( 'MER included', 'Regular procedure activities', 'Phased application' ), ->( 'Dispatch procedure confirmation', 'Record senddate procedure confirmation' ), ->( X( ->( 'Competent authority initiative', 'Create terminate request message', 'Check publication date field' ), ->( 'draft letter for no permit or notification required', 'log senddate letter no permit or notification needed' ) ), 'Prematurely terminated phase procedure', 'Log date termination request received', 'Record senddate termination request', 'Terminate request message', 'Log deadline', 'Phase procedure cancelled', 'Close the case' ) ) )")
