visualization_filename, serialization
('BPIC15_2/process_tree_case_size_betwee_8_and_11_noise_40.svg', "->( 'register submission date request', X( tau, 'enter date termination request received' ), 'OLO messaging active', +( 'phase application received', *( ->( +( *( 'send confirmation receipt', tau ), X( ->( +( X( tau, 'applicant is stakeholder' ), 'terminate on request' ), X( tau, 'calculate provisional charges' ) ), ->( 'forward to the competent authority', 'regular procedure without MER', 'create procedure confirmation', 'publish' ) ) ), X( tau, 'enter senddate acknowledgement' ), X( tau, 'start WABOprocedure' ) ), tau ) ), X( tau, ->( 'message terminate request', 'enter senddate request termination', 'phase procedure aborted', 'register deadline' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_8_and_11_noise_50.svg', "->( 'register submission date request', X( tau, 'enter date termination request received' ), 'OLO messaging active', +( 'phase application received', *( ->( X( tau, ->( +( 'applicant is stakeholder', 'terminate on request' ), X( tau, 'calculate provisional charges' ) ) ), X( tau, 'enter senddate acknowledgement' ), 'send confirmation receipt', 'forward to the competent authority', 'regular procedure without MER', 'create procedure confirmation', 'publish', X( tau, 'start WABOprocedure' ) ), tau ) ), X( tau, ->( 'message terminate request', 'enter senddate request termination', 'phase procedure aborted', 'register deadline' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_8_and_11_noise_60.svg', "->( 'register submission date request', X( tau, 'enter date termination request received' ), 'OLO messaging active', +( 'applicant is stakeholder', 'terminate on request' ), X( 'calculate provisional charges', 'no permit needed or only notification needed' ), *( ->( X( tau, 'phase application received' ), X( 'enter senddate acknowledgement', ->( 'send confirmation receipt', 'forward to the competent authority', 'regular procedure without MER', 'create procedure confirmation', 'publish' ) ), X( tau, 'start WABOprocedure' ) ), tau ), X( tau, ->( 'message terminate request', 'enter senddate request termination', 'phase procedure aborted', 'register deadline' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_8_and_11_noise_70.svg', "->( 'register submission date request', X( tau, 'enter date termination request received' ), 'OLO messaging active', +( 'applicant is stakeholder', 'terminate on request' ), X( 'calculate provisional charges', 'no permit needed or only notification needed' ), *( 'send confirmation receipt', tau ), 'forward to the competent authority', 'regular procedure without MER', 'create procedure confirmation', 'publish', 'start WABOprocedure', 'phase application received', 'enter senddate acknowledgement', X( tau, ->( 'message terminate request', 'enter senddate request termination', 'phase procedure aborted', 'register deadline' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_8_and_11_noise_90.svg', "->( 'register submission date request', 'enter date termination request received', 'OLO messaging active', +( 'applicant is stakeholder', 'terminate on request' ), X( 'calculate provisional charges', 'no permit needed or only notification needed' ), *( 'send confirmation receipt', tau ), 'forward to the competent authority', 'regular procedure without MER', 'create procedure confirmation', 'publish', 'start WABOprocedure', 'phase application received', 'enter senddate acknowledgement', 'message terminate request', 'enter senddate request termination', 'phase procedure aborted', 'register deadline' )")
('BPIC15_2/process_tree_case_size_betwee_10_and_12_noise_10.svg', "->( 'register submission date request', +( 'enter senddate acknowledgement', 'phase application received', ->( X( tau, 'OLO messaging active' ), +( *( 'send confirmation receipt', tau ), ->( X( tau, ->( +( 'terminate on request', X( tau, +( 'applicant is stakeholder', X( tau, 'no permit needed or only notification needed' ) ) ) ), X( tau, 'calculate provisional charges' ) ) ), 'forward to the competent authority', X( tau, ->( X( tau, 'inform BAG administrator' ), 'regular procedure without MER', X( tau, ->( 'create procedure confirmation', 'publish' ) ), 'start WABOprocedure' ) ) ) ) ) ), X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_10_and_12_noise_20.svg', "->( 'register submission date request', X( tau, ->( 'OLO messaging active', X( tau, 'application submitted through OLO' ) ) ), +( 'phase application received', *( ->( +( *( 'send confirmation receipt', tau ), X( tau, ->( X( tau, +( 'applicant is stakeholder', 'terminate on request', X( tau, 'no permit needed or only notification needed' ) ) ), 'forward to the competent authority', X( tau, 'inform BAG administrator' ), 'regular procedure without MER', 'create procedure confirmation', 'publish' ) ) ), X( tau, 'calculate provisional charges' ), X( tau, 'enter senddate acknowledgement' ), X( tau, 'start WABOprocedure' ) ), tau ) ), X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_10_and_12_noise_30.svg', "->( 'register submission date request', 'OLO messaging active', X( tau, 'application submitted through OLO' ), +( 'phase application received', ->( X( tau, +( 'applicant is stakeholder', 'terminate on request' ) ), X( tau, 'calculate provisional charges', 'no permit needed or only notification needed' ), *( ->( X( tau, 'enter senddate acknowledgement' ), X( tau, ->( +( *( 'send confirmation receipt', tau ), X( tau, ->( 'forward to the competent authority', X( tau, 'inform BAG administrator' ), 'regular procedure without MER', 'create procedure confirmation', 'publish' ) ) ), X( tau, 'start WABOprocedure' ) ) ) ), tau ) ) ), X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_10_and_12_noise_40.svg', "->( 'register submission date request', 'OLO messaging active', X( tau, 'application submitted through OLO', ->( +( 'applicant is stakeholder', 'terminate on request' ), X( 'calculate provisional charges', 'no permit needed or only notification needed' ) ) ), *( ->( *( 'send confirmation receipt', tau ), X( tau, 'enter senddate acknowledgement' ), X( tau, ->( 'forward to the competent authority', X( tau, 'inform BAG administrator' ), 'regular procedure without MER', 'create procedure confirmation', 'publish' ) ), X( tau, 'phase application received' ), X( tau, 'start WABOprocedure' ) ), tau ), X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_10_and_12_noise_50.svg', "->( 'register submission date request', 'OLO messaging active', X( tau, 'application submitted through OLO', ->( +( 'applicant is stakeholder', 'terminate on request' ), X( 'calculate provisional charges', 'no permit needed or only notification needed' ) ) ), *( ->( 'send confirmation receipt', 'forward to the competent authority', X( tau, 'inform BAG administrator' ), 'regular procedure without MER', 'create procedure confirmation', 'publish', X( tau, 'phase application received' ), X( tau, 'start WABOprocedure' ) ), tau ), 'enter senddate acknowledgement', X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_10_and_12_noise_60.svg', "->( 'register submission date request', 'OLO messaging active', X( 'application submitted through OLO', ->( +( 'applicant is stakeholder', 'terminate on request' ), X( 'calculate provisional charges', 'no permit needed or only notification needed' ) ) ), *( ->( 'send confirmation receipt', 'forward to the competent authority', 'inform BAG administrator', 'regular procedure without MER', 'create procedure confirmation', 'publish', X( tau, 'phase application received' ), X( tau, 'start WABOprocedure' ) ), tau ), 'enter senddate acknowledgement', X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_10_and_12_noise_70.svg', "->( 'register submission date request', 'OLO messaging active', X( 'application submitted through OLO', ->( +( 'applicant is stakeholder', 'terminate on request' ), X( 'calculate provisional charges', 'no permit needed or only notification needed' ) ) ), *( ->( 'send confirmation receipt', 'forward to the competent authority', 'regular procedure without MER', 'create procedure confirmation', 'publish', 'phase application received', X( tau, 'start WABOprocedure' ) ), tau ), 'enter senddate acknowledgement', X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_10_and_12_noise_80.svg', "->( 'register submission date request', X( tau, ->( 'OLO messaging active', X( tau, 'application submitted through OLO' ), +( 'applicant is stakeholder', 'terminate on request' ), X( 'calculate provisional charges', 'no permit needed or only notification needed' ), *( ->( 'send confirmation receipt', 'forward to the competent authority', 'regular procedure without MER', 'create procedure confirmation', 'publish', 'phase application received', 'start WABOprocedure' ), tau ) ) ), X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_10_and_12_noise_90.svg', "->( 'register submission date request', X( tau, ->( 'OLO messaging active', X( tau, 'application submitted through OLO' ), +( 'applicant is stakeholder', 'terminate on request' ), X( 'calculate provisional charges', 'no permit needed or only notification needed' ), *( ->( 'send confirmation receipt', 'forward to the competent authority', 'regular procedure without MER', 'create procedure confirmation', 'publish', 'phase application received', 'start WABOprocedure' ), tau ) ) ), X( ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_11_and_12_noise_10.svg', "->( 'register submission date request', X( tau, 'no permit needed or only notification needed' ), +( 'phase application received', 'OLO messaging active', ->( X( tau, 'application submitted through OLO' ), +( *( 'send confirmation receipt', tau ), ->( X( tau, 'applicant is stakeholder' ), +( 'enter senddate acknowledgement', ->( X( tau, 'terminate on request' ), 'forward to the competent authority', X( tau, 'inform BAG administrator' ), 'regular procedure without MER', X( tau, ->( 'create procedure confirmation', 'publish' ) ), 'start WABOprocedure' ) ) ) ) ) ), X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_11_and_12_noise_20.svg', "->( 'register submission date request', X( tau, 'no permit needed or only notification needed' ), 'OLO messaging active', X( tau, 'application submitted through OLO' ), +( 'phase application received', *( 'send confirmation receipt', tau ), ->( X( tau, 'applicant is stakeholder' ), X( tau, 'terminate on request' ), +( 'enter senddate acknowledgement', ->( 'forward to the competent authority', X( tau, 'inform BAG administrator' ), 'regular procedure without MER', 'create procedure confirmation', 'publish', 'start WABOprocedure' ) ) ) ), X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_11_and_12_noise_30.svg', "->( 'register submission date request', X( tau, 'no permit needed or only notification needed' ), 'OLO messaging active', X( tau, 'application submitted through OLO', ->( 'applicant is stakeholder', 'terminate on request' ) ), +( 'phase application received', *( 'send confirmation receipt', tau ), ->( 'forward to the competent authority', X( tau, 'inform BAG administrator' ), 'regular procedure without MER', 'create procedure confirmation', 'publish', 'start WABOprocedure' ) ), X( tau, 'enter senddate acknowledgement' ), X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_11_and_12_noise_40.svg', "->( 'register submission date request', X( tau, 'no permit needed or only notification needed' ), 'OLO messaging active', X( tau, 'application submitted through OLO', ->( 'applicant is stakeholder', 'terminate on request' ) ), +( 'phase application received', *( 'send confirmation receipt', tau ), ->( 'forward to the competent authority', X( tau, 'inform BAG administrator' ), 'regular procedure without MER', 'create procedure confirmation', 'publish', 'start WABOprocedure' ) ), 'enter senddate acknowledgement', X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_11_and_12_noise_60.svg', "->( 'register submission date request', X( tau, 'no permit needed or only notification needed' ), 'OLO messaging active', X( tau, 'application submitted through OLO', ->( 'applicant is stakeholder', 'terminate on request' ) ), +( 'phase application received', *( 'send confirmation receipt', tau ), ->( 'forward to the competent authority', 'inform BAG administrator', 'regular procedure without MER', 'create procedure confirmation', 'publish', 'start WABOprocedure' ) ), 'enter senddate acknowledgement', X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_11_and_12_noise_70.svg', "->( 'register submission date request', X( tau, 'no permit needed or only notification needed' ), X( tau, ->( 'OLO messaging active', X( tau, 'application submitted through OLO' ), X( tau, ->( 'applicant is stakeholder', 'terminate on request' ) ), +( 'phase application received', *( 'send confirmation receipt', tau ), ->( 'forward to the competent authority', 'inform BAG administrator', 'regular procedure without MER', 'create procedure confirmation', 'publish', 'start WABOprocedure' ) ) ) ), X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_11_and_12_noise_80.svg', "->( 'register submission date request', X( tau, 'no permit needed or only notification needed' ), X( tau, ->( 'OLO messaging active', X( tau, 'application submitted through OLO' ), X( tau, ->( 'applicant is stakeholder', 'terminate on request' ) ), +( 'phase application received', *( 'send confirmation receipt', tau ), ->( 'forward to the competent authority', 'regular procedure without MER', 'create procedure confirmation', 'publish', 'start WABOprocedure' ) ) ) ), X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_11_and_12_noise_90.svg', "->( 'register submission date request', X( tau, 'no permit needed or only notification needed' ), X( tau, ->( 'OLO messaging active', 'application submitted through OLO', X( tau, ->( 'applicant is stakeholder', 'terminate on request' ) ), +( 'phase application received', *( 'send confirmation receipt', tau ), ->( 'forward to the competent authority', 'regular procedure without MER', 'create procedure confirmation', 'publish', 'start WABOprocedure' ) ) ) ), X( ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_12_and_12_noise_10.svg', "->( 'register submission date request', X( tau, 'no permit needed or only notification needed' ), +( 'phase application received', X( tau, 'OLO messaging active' ), ->( X( tau, 'application submitted through OLO' ), +( *( 'send confirmation receipt', tau ), ->( X( tau, 'applicant is stakeholder' ), +( X( tau, 'enter senddate acknowledgement' ), ->( X( tau, 'terminate on request' ), X( tau, ->( 'forward to the competent authority', X( tau, ->( X( tau, 'inform BAG administrator' ), 'regular procedure without MER', 'create procedure confirmation', 'publish', 'start WABOprocedure' ) ) ) ) ) ) ) ) ) ), X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_12_and_12_noise_20.svg', "->( 'register submission date request', X( tau, 'no permit needed or only notification needed' ), +( 'enter senddate acknowledgement', 'phase application received', ->( 'OLO messaging active', +( *( 'send confirmation receipt', tau ), ->( X( tau, 'terminate on request' ), 'forward to the competent authority', 'inform BAG administrator', 'regular procedure without MER', 'create procedure confirmation', 'publish', 'start WABOprocedure' ) ) ) ), X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_12_and_12_noise_30.svg', "->( 'register submission date request', X( tau, 'no permit needed or only notification needed' ), 'OLO messaging active', X( tau, 'application submitted through OLO' ), +( 'phase application received', *( 'send confirmation receipt', tau ), ->( 'forward to the competent authority', 'inform BAG administrator', 'regular procedure without MER', 'create procedure confirmation', 'publish', 'start WABOprocedure' ) ), X( tau, 'enter senddate acknowledgement' ), X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_12_and_12_noise_50.svg', "->( 'register submission date request', X( tau, 'no permit needed or only notification needed' ), 'OLO messaging active', X( tau, 'application submitted through OLO' ), +( 'phase application received', *( 'send confirmation receipt', tau ), ->( 'forward to the competent authority', 'inform BAG administrator', 'regular procedure without MER', 'create procedure confirmation', 'publish', 'start WABOprocedure' ) ), 'enter senddate acknowledgement', X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_12_and_12_noise_70.svg', "->( 'register submission date request', X( tau, 'no permit needed or only notification needed' ), 'OLO messaging active', X( tau, 'application submitted through OLO' ), +( 'forward to the competent authority', 'phase application received', *( *( 'send confirmation receipt', tau ), ->( 'inform BAG administrator', 'regular procedure without MER', 'create procedure confirmation', 'publish' ) ) ), 'enter senddate acknowledgement', X( tau, ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_12_and_12_noise_80.svg', "->( 'register submission date request', X( tau, 'no permit needed or only notification needed' ), 'OLO messaging active', 'application submitted through OLO', +( 'forward to the competent authority', 'phase application received', *( *( 'send confirmation receipt', tau ), ->( 'inform BAG administrator', 'regular procedure without MER', 'create procedure confirmation', 'publish' ) ) ), 'enter senddate acknowledgement', X( ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_12_and_12_noise_90.svg', "->( 'register submission date request', 'no permit needed or only notification needed', 'OLO messaging active', 'application submitted through OLO', +( 'forward to the competent authority', 'phase application received', *( *( 'send confirmation receipt', tau ), ->( 'inform BAG administrator', 'regular procedure without MER', 'create procedure confirmation', 'publish' ) ) ), 'enter senddate acknowledgement', X( ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( 'enter date termination request received', 'enter senddate request termination', 'message terminate request', 'register deadline', 'phase procedure aborted', 'close case' ) ) )")
('BPIC15_2/process_tree_case_size_betwee_12_and_13_noise_10.svg', "->( 'register submission date request', X( tau, 'no permit needed or only notification needed' ), +( X( tau, 'enter senddate acknowledgement' ), 'phase application received', ->( X( tau, 'OLO messaging active' ), +( X( tau, 'regular procedure without MER' ), ->( +( *( 'send confirmation receipt', tau ), ->( X( tau, ->( X( tau, 'applicant is stakeholder' ), 'terminate on request', X( tau, 'calculate provisional charges' ) ) ), X( tau, ->( 'forward to the competent authority', X( tau, 'inform BAG administrator' ), X( tau, +( 'start WABOprocedure', ->( 'create procedure confirmation', X( tau, 'publish' ) ) ) ) ) ) ) ), X( tau, 'investigate BAG objects' ) ) ) ) ), X( tau, ->( 'send procedure confirmation', 'enter senddate procedure confirmation' ), ->( 'MER present', 'activities regular procedure', 'phased application' ), ->( 'send send confirmation competent authority', 'message change competent authority', 'request to competent authority', 'enter senddate letter to competent authority' ), ->( X( tau, ->( 'create letter no permit or only notification required', 'enter senddate letter no permit or only notification required' ), ->( 'initiative competent authority', 'create message terminate request', 'read publication date field' ) ), +( 'phase procedure aborted', ->( X( tau, ->( X( tau, 'phase procedure prematurely terminated' ), 'enter date termination request received', X( tau, ->( 'enter senddate request termination', 'message terminate request' ) ) ) ), X( tau, 'register deadline' ) ) ), X( tau, 'close case' ) ) ) )")
